,uuid,country,source,giga_school_id,source_school_id,school_name,education_level,latitude,longitude,hex8,dq_score,source_timestamp,master_timestamp,school_archive,electricity_availability,internet_availability,number_of_students,number_of_teachers,computers,connectivity_type,coverage,coverage_type,2G_coverage,3G_coverage,4G_coverage
3149,3668c951-a69c-494f-81c3-6254a8b545ff,Rwanda,government,G_RWA_03225,321001.0,BISYO,Primary,-1.9915277,29.4051111,886adead5bfffff,1.0,2020,00:52.6,No,ON GRID,NONE,747,15,,None,YES,4G,YES,YES,YES
3150,8d18ac14-a092-427f-8281-636a3fec35dc,Rwanda,government,G_RWA_03226,440401.0,BYUMBA,Primary,-1.52025,29.83456,886adc6661fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,749,16,,None,YES,4G,YES,YES,YES
3151,ef0c92ea-847b-474e-8925-5d34c0eeaa0b,Rwanda,government,G_RWA_03227,570510.0,EP MBYO  SCHOOL,Primary,-2.229388889,30.15675,886ad801e7fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,754,16,,None,YES,4G,YES,YES,YES
3152,912df036-035e-4930-aed3-eb60fa6c7629,Rwanda,government,G_RWA_03228,260212.0,MAHEMBE PRIMARY SCHOOL,Primary,-2.17433,29.75508,886ad8c8bbfffff,1.0,2020,00:52.6,No,ON GRID,NONE,756,13,,None,YES,4G,YES,YES,YES
3153,4653d299-23f1-42de-8797-0c320272aed8,Rwanda,government,G_RWA_03229,361702.0,EP MUGURI A,Primary,-2.669361111,28.95216667,886ade6865fffff,1.0,2020,00:52.6,No,ON GRID,NONE,757,14,,None,YES,4G,YES,YES,YES
3154,5d4a896e-2c53-4791-9429-c25ed9d6ea5d,Rwanda,government,G_RWA_03230,220204.0,MUDUHA,Primary,-2.54389,29.88172,886ad84c4dfffff,1.0,2020,00:52.6,No,OFF GRID,NONE,757,14,,None,YES,4G,YES,YES,YES
3155,ca89b7ea-348d-45e7-a15f-9c88e7c3125a,Rwanda,government,G_RWA_03232,441312.0,MAYA I,Primary,-1.4402777,29.70925,886adc70d3fffff,1.0,2020,00:52.6,No,ON GRID,NONE,759,15,,None,YES,4G,YES,YES,YES
3156,57410737-c9a0-427e-8c82-b55560864220,Rwanda,government,G_RWA_03234,361012.0,EDUCATEUR,Primary,-2.6084444,29.0041111,886ade6a13fffff,1.0,2020,00:52.6,No,ON GRID,NONE,763,11,,None,YES,4G,YES,YES,YES
3157,facea19e-0692-4efc-bbb8-05b00107f867,Rwanda,government,G_RWA_03235,440104.0,BUSHENYA PS,Primary,-1.477,29.9678888,886adc2837fffff,0.89,2020,00:52.6,No,OFF GRID,NONE,769,15,,None,YES,4G,YES,YES,YES
3158,5f0994fa-7bf2-4845-ba1a-dada8c5e36a2,Rwanda,government,G_RWA_03236,561401.0,EPShywa,Primary,-2.107777778,30.42027778,886ad8a9a9fffff,1.0,2020,00:52.6,No,ON GRID,NONE,771,20,,None,YES,4G,YES,YES,YES
3159,f1aebd02-961e-4bba-85a7-89eac4205546,Rwanda,government,G_RWA_03237,420207.0,MUBUGA I,Primary,-1.75103,29.84217,886adc6c87fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,772,14,,None,YES,4G,YES,YES,YES
3160,2a3f35b2-1fc4-4bef-95b7-62ebee805bbd,Rwanda,government,G_RWA_03238,360203.0,EP GISOVU,Primary,-2.58425,29.07878,886ade6189fffff,1.0,2020,00:52.6,No,ON GRID,NONE,773,19,,None,YES,4G,YES,YES,YES
3161,8135319f-a7fc-4268-a413-a7a6de2714cf,Rwanda,government,G_RWA_03239,240209.0,ECOLE PRIMAIRE RUKARA,Primary,-2.59636,29.68947,886ad8490bfffff,1.0,2020,00:52.6,No,ON GRID,NONE,774,12,,None,YES,4G,YES,YES,YES
3162,4fd31044-f1b9-48ee-9cdb-e1f7fcc75b09,Rwanda,government,G_RWA_03240,421808.0,RUSASA,Primary,-1.63967,29.66425,886adc6137fffff,0.67,2020,00:52.6,No,ON GRID,NONE,776,12,,None,YES,4G,YES,YES,YES
3163,e0d9ed9b-34a7-44c1-bc44-769647485235,Rwanda,government,G_RWA_03241,441504.0,GITOVU,Primary,-1.58519,29.915,886adc64c1fffff,0.58,2020,00:52.6,No,OFF GRID,NONE,777,17,,None,YES,4G,YES,YES,YES
3164,d2c5801c-9613-4e9a-88a1-e33f1830cd4d,Rwanda,government,G_RWA_03242,271015.0,RUKOMA,Primary,-1.8137777,29.7094166,886ad8d2edfffff,0.67,2020,00:52.6,No,ON GRID,NONE,778,20,,None,YES,4G,YES,YES,YES
3165,54c1b650-d0c3-4b34-af3c-b2c165981e54,Rwanda,government,G_RWA_03243,571408.0,Rwiminazi,Primary,-2.3115,30.22725,886ad80c67fffff,0.94,2020,00:52.6,No,OFF GRID,NONE,784,13,,None,YES,4G,YES,YES,YES
3166,1015fd53-6fb3-4230-a9f3-d4c7060e5146,Rwanda,government,G_RWA_03244,571201.0,FAITH,Primary,-2.2049166,30.1900833,886ad801d1fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,786,10,,None,YES,4G,YES,YES,YES
3167,e46b83cc-56ef-425b-b275-4bdad7b66f00,Rwanda,government,G_RWA_03245,371501.0,BIKUNDA,Primary,-2.375305556,29.04125,886ade70c9fffff,1.0,2020,00:52.6,No,ON GRID,NONE,786,13,,None,YES,4G,YES,YES,YES
3168,963c4bd4-0d6d-453d-9043-0f3c85b27579,Rwanda,government,G_RWA_03246,340203.0,BUKINANYANA ADEPR,Primary,-1.620277778,29.46438889,886adc792dfffff,1.0,2020,00:52.6,No,ON GRID,NONE,790,15,,None,YES,4G,YES,YES,YES
3169,12348009-0bdf-41ee-b31f-e908a7782430,Rwanda,government,G_RWA_03247,570803.0,Ngeruka,Primary,-2.3225833,30.1198333,886ad808e3fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,790,15,,None,YES,4G,YES,YES,YES
3170,71ccaa68-59ba-417f-882c-b6d864e97117,Rwanda,government,G_RWA_03248,340103.0,EP BIGOGWE II,Primary,-1.622,29.42625,886adeb641fffff,0.89,2020,00:52.6,No,OFF GRID,NONE,791,14,,None,YES,4G,YES,YES,YES
3171,8bc69589-194f-43f4-a0a7-99b4f4df6a82,Rwanda,government,G_RWA_03249,221205.0,RUSONGATI,Primary,-2.78678,29.73372,886adaba11fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,791,15,,None,YES,4G,YES,YES,YES
3172,36e3d87b-45e7-483b-b7d5-cb6e0f3661d0,Rwanda,government,G_RWA_03250,221202.0,GISUNZU P S,Primary,-2.79583,29.722,886adaba39fffff,0.92,2020,00:52.6,No,ON GRID,NONE,792,12,,None,YES,4G,YES,YES,YES
3173,ad3e4ac3-b02d-4b76-aaeb-c536481caefd,Rwanda,government,G_RWA_03251,250502.0,EPKIREHE/C,Primary,-2.351,29.55517,886ade2ed1fffff,0.89,2020,00:52.6,No,OFF GRID,NONE,795,13,,None,YES,4G,YES,YES,YES
3174,a9548ee2-8e4a-44ed-a0a4-9e25499c31e5,Rwanda,government,G_RWA_03252,260408.0,KINAZI PRIMARY SCHOOL,Primary,-2.20442,29.92092,886ad85659fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,796,14,,None,YES,4G,YES,YES,YES
3175,ffe52255-9827-491f-bc15-3c3feefdd873,Rwanda,government,G_RWA_03253,321015.0,BUMBA PRIMARY,Primary,-1.9895,29.39166667,886adeaf37fffff,0.94,2020,00:52.6,No,OFF GRID,NONE,801,15,,None,YES,4G,YES,YES,YES
3176,efed2688-73b8-4b45-afc7-a9e31e9b7970,Rwanda,government,G_RWA_03254,340402.0,BUTAKA,Primary,-1.553166667,29.39219444,886adc4c19fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,804,15,,None,YES,4G,YES,YES,YES
3177,e3f5b9ba-5b86-4a03-bb02-685200ef3e9e,Rwanda,government,G_RWA_03255,131012.0,REMERA ACADEMY I,Primary,-1.956694444,30.14344444,886ad812cbfffff,1.0,2020,00:52.6,No,OFF GRID,NONE,805,10,,None,YES,4G,YES,YES,YES
3178,c56c85e2-ec4a-44c5-a630-8187b355e7e4,Rwanda,government,G_RWA_03256,281102.0,EP BUGURI,Primary,-1.95658,29.91717,886ad8c605fffff,1.0,2020,00:52.6,No,ON GRID,NONE,805,25,,None,YES,4G,YES,YES,YES
3179,297227cc-0197-45fb-b885-19c47a566a8f,Rwanda,government,G_RWA_03257,340710.0,Ep KANYOVE,Primary,-1.575638889,29.49688889,886adc7959fffff,1.0,2020,00:52.6,No,ON GRID,NONE,807,14,,None,YES,4G,YES,YES,YES
3180,a123e54a-ad6e-4277-8bf2-b8ef9019e5f0,Rwanda,government,G_RWA_03258,130509.0,CSK,Primary,-1.9734166,30.1260555,886ad812ebfffff,1.0,2020,00:52.6,No,ON GRID,NONE,808,11,,None,YES,4G,YES,YES,YES
3181,3f74225c-efdb-40c7-bced-dd0ce5db2ab2,Rwanda,government,G_RWA_03259,451907.0,EP NYABIHU,Primary,-1.6787,30.194,886ad895a1fffff,0.86,2020,00:52.6,No,ON GRID,NONE,809,20,,None,YES,4G,YES,YES,YES
3182,00972de6-0c17-4e7d-8175-9e52d65c692a,Rwanda,government,G_RWA_03260,251506.0,TWIYA,Primary,-2.330333333,29.41505556,886ade21e3fffff,1.0,2020,00:52.6,No,ON GRID,NONE,810,11,,None,YES,4G,YES,YES,YES
3183,6d0096af-6536-4448-a4fc-ecb6bf4a7c63,Rwanda,government,G_RWA_03261,280410.0,RUTOBWE,Primary,-1.9807222,29.8006666,886ad8c2a1fffff,1.0,2020,00:52.6,No,ON GRID,NONE,811,20,,None,YES,4G,YES,YES,YES
3184,74682b9a-de1b-4f0b-a18e-064534e8066a,Rwanda,government,G_RWA_03263,360806.0,NYAMPANGA,Primary,-2.6105555,29.0079166,886ade6a13fffff,1.0,2020,00:52.6,No,ON GRID,NONE,814,22,,None,YES,4G,YES,YES,YES
3185,f88801f3-6849-4b42-ab0f-19b482b648a5,Rwanda,government,G_RWA_03265,220105.0,GIKONKO EAR,Primary,-2.48056,29.86908,886ad8419bfffff,1.0,2020,00:52.6,No,ON GRID,NONE,817,11,,None,YES,4G,YES,YES,YES
3186,118f9c10-02ec-47c5-8591-7cca37fb3584,Rwanda,government,G_RWA_03266,250102.0,EP GIFURWE,Primary,-2.40094,29.42794,886ade2f2bfffff,1.0,2020,00:52.6,No,ON GRID,NONE,819,20,,None,YES,4G,YES,YES,YES
3187,0f6c44f4-7643-4258-bc14-a1371552c6cf,Rwanda,government,G_RWA_03267,360403.0,BUHOKORO,Primary,-2.62383,28.91889,886ade6b43fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,824,19,,None,YES,3G,YES,YES,NO
3188,5f7f5230-f6f9-447b-95d5-54d678d64363,Rwanda,government,G_RWA_03268,360916.0,SUNSHINE ACADEMY,Primary,-2.48428,28.91286,886ade7a33fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,826,10,,None,YES,4G,YES,YES,YES
3189,bf986b2d-ab2f-43aa-8999-57d2ae0191ad,Rwanda,government,G_RWA_03269,370205.0,GASHIRABWOBA,Primary,-2.46117,28.99217,886ade71a1fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,827,16,,None,YES,4G,YES,YES,YES
3190,0d3931b6-8704-4748-b4c3-c76b6a55748a,Rwanda,government,G_RWA_03270,421606.0,GAHINGA,Primary,-1.628972222,29.77416667,886adc60b7fffff,1.0,2020,00:52.6,No,ON GRID,NONE,828,13,,None,YES,4G,YES,YES,YES
3191,801aa92a-4f9d-4f82-a0b4-a33ad6d63172,Rwanda,government,G_RWA_03271,310201.0,BIRAMBO A,Primary,-2.14567,29.51933,886ade3431fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,828,16,,None,YES,4G,YES,YES,YES
3192,e625d4ac-2618-4037-9cc9-e761202f90ad,Rwanda,government,G_RWA_03272,520304.0,AKAYANGE P/S,Primary,-1.430878,30.495992,886add428dfffff,1.0,2020,00:52.6,No,ON GRID,NONE,829,11,,None,YES,4G,YES,NO,YES
3193,5c8dc41d-2c01-4449-a2e7-12bd71af03af,Rwanda,government,G_RWA_03273,121403.0,EP GICACAII,Primary,-1.911805556,30.25630556,886ad88c95fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,829,13,,None,YES,4G,YES,YES,YES
3194,a3c04627-0a26-428d-aef2-ceb49041bbf0,Rwanda,government,G_RWA_03274,310613.0,EP NKOTO,Primary,-2.17206,29.53417,886ade35d1fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,835,15,,None,YES,4G,YES,YES,YES
3195,1a03c791-86aa-4296-ba73-f00ad39d7314,Rwanda,government,G_RWA_03275,351003.0,EP NDARO,Primary,-2.0044166,29.5924722,886ad8d82bfffff,1.0,2020,00:52.6,No,ON GRID,NONE,836,14,,None,YES,4G,YES,YES,YES
3196,3ef53b8c-2fb2-4963-93d8-4febff0dcb93,Rwanda,government,G_RWA_03276,440809.0,KAYENZI,Primary,-1.367,29.75881,886adc7669fffff,0.56,2020,00:52.6,No,OFF GRID,NONE,836,15,,None,YES,4G,YES,YES,YES
3197,e745316b-5a50-4a44-b208-a253ede85888,Rwanda,government,G_RWA_03277,230104.0,EP NKANDA,Primary,-2.7861944,29.4883333,886ada8f49fffff,1.0,2020,00:52.6,No,ON GRID,NONE,836,19,,None,YES,4G,YES,YES,YES
3198,3bee9525-6741-45d3-8f56-70b233169d39,Rwanda,government,G_RWA_03278,441508.0,RUHUNDE,Primary,-1.5595,29.93411,886adc66bbfffff,0.94,2020,00:52.6,No,OFF GRID,NONE,840,18,,None,YES,4G,YES,YES,YES
3199,00ee4fa1-0dea-4abe-b026-32f6c196077a,Rwanda,government,G_RWA_03279,570609.0,EP KIGUSA,Primary,-2.21908,30.04919,886ad81993fffff,1.0,2020,00:52.6,No,ON GRID,NONE,843,12,,None,YES,4G,YES,YES,YES
3200,b402a2d6-ad02-44c9-84ab-7838d0c4b7db,Rwanda,government,G_RWA_03280,321206.0,NYAKARERA,Primary,-1.8928055,29.3608333,886adea18dfffff,1.0,2020,00:52.6,No,OFF GRID,NONE,846,14,,None,YES,4G,YES,YES,YES
3201,6bfedbc4-31b2-4668-9ece-5da9ce4432fa,Rwanda,government,G_RWA_03281,530418.0,NYABIKIRI MODEL PS,Primary,-1.598055556,30.42722222,886add4ab7fffff,1.0,2020,00:52.6,No,ON GRID,NONE,846,19,,None,YES,4G,YES,YES,YES
3202,0ef5cb39-a8cf-41cd-8193-784c3f138291,Rwanda,government,G_RWA_03282,520322.0,MBARE HIGHLAND,Primary,-1.384333333,30.37016667,886add51ebfffff,1.0,2020,00:52.6,No,OFF GRID,NONE,848,17,,None,YES,4G,YES,YES,YES
3203,03cec30a-fedb-4b35-ac6c-cce0fbd0059d,Rwanda,government,G_RWA_03283,330906.0,EP KINIGI,Primary,-1.7192222,29.29825,886adeb033fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,853,16,,None,YES,4G,YES,YES,YES
3204,0f413447-01d9-4fb9-b7ac-f591deaa37d3,Rwanda,government,G_RWA_03284,260602.0,CYANZA PRIMARY SCHOOL,Primary,-2.13889,29.79444,886ad8cf31fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,858,15,,None,YES,4G,YES,YES,YES
3205,ea9c057b-7e5e-46ec-a714-a3d5eb7f0f9c,Rwanda,government,G_RWA_03285,250101.0,E P BISHYIGA,Primary,-2.43183,29.443,886ade2d43fffff,0.92,2020,00:52.6,No,ON GRID,NONE,859,17,,None,YES,4G,YES,YES,YES
3206,1d0a2d3b-74a1-44f3-b983-f5eb16d466b9,Rwanda,government,G_RWA_03286,321304.0,EPMBELI,Primary,-1.927722222,29.48327778,886adeaec3fffff,1.0,2020,00:52.6,No,ON GRID,NONE,860,16,,None,YES,4G,YES,YES,YES
3207,afcb1829-4e90-42cf-81bc-06569f0c6100,Rwanda,government,G_RWA_03287,310215.0,WAGISHIMBIRI,Primary,-2.18394,29.51511,886ade3589fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,862,14,,None,YES,4G,YES,YES,YES
3208,16f88c35-9821-4478-83dd-1c6c13b9fb88,Rwanda,government,G_RWA_03288,441310.0,KARANGARA,Primary,-1.42039,29.7045,886adc7765fffff,0.96,2020,00:52.6,No,OFF GRID,NONE,862,15,,None,YES,4G,YES,YES,YES
3209,1bfd2e78-53af-4a16-b04a-9866bbede916,Rwanda,government,G_RWA_03289,371412.0,NTENDEZI,Primary,-2.44256,29.0465,886ade624dfffff,0.96,2020,00:52.6,No,OFF GRID,NONE,865,17,,None,YES,4G,YES,YES,YES
3210,6a21bfbf-9417-40d5-8778-a8db9aece340,Rwanda,government,G_RWA_03290,120601.0,EP CYUGA,Primary,-1.87811,30.03403,886ad88815fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,867,14,,None,YES,4G,YES,YES,YES
3211,93ff4958-283a-4bec-8a0f-5a65b2068bb6,Rwanda,government,G_RWA_03291,240709.0,MBAZI PRIMARY,Primary,-2.56714,29.75106,886ad84815fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,869,13,,None,YES,4G,YES,YES,YES
3212,77d741de-1d48-43fe-b90a-27b82de60145,Rwanda,government,G_RWA_03292,121122.0,KIGALI GREATER HEIGHT SCHOOL,Primary,-1.94628,30.14539,886ad88d37fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,871,11,,None,YES,4G,YES,YES,YES
3213,4d069b7c-bfa9-41ea-899f-b5b51610f772,Rwanda,government,G_RWA_03293,310927.0,RUBENGERA I,Primary,-2.0433611,29.4122222,886adeadedfffff,1.0,2020,00:52.6,No,OFF GRID,NONE,872,15,,None,YES,4G,YES,YES,YES
3214,becefd0e-f0df-4586-a952-f616dc1b0fc1,Rwanda,government,G_RWA_03294,240604.0,EP MARABA,Primary,-2.542829,29.65583,886ad84b67fffff,1.0,2020,00:52.6,No,ON GRID,NONE,873,20,,None,YES,4G,YES,YES,YES
3215,7fb2ac21-9f8a-4953-9caa-89d55d01df64,Rwanda,government,G_RWA_03295,321101.0,BUSUKU,Primary,-1.746333333,29.39344444,886adeb505fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,879,20,,None,YES,4G,YES,YES,YES
3216,fc1af5ea-301a-4377-926b-c06bf06a74e1,Rwanda,government,G_RWA_03296,321202.0,BUSENDA,Primary,-1.8461666,29.4271666,886adea0d1fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,879,20,,None,YES,4G,YES,YES,YES
3217,77d9c9e0-7f95-49c6-b2d2-9ed01647f947,Rwanda,government,G_RWA_03297,360105.0,EP MIHABURA,Primary,-2.69744,29.00544,886ade69d9fffff,1.0,2020,00:52.6,No,ON GRID,NONE,881,16,,None,YES,4G,YES,YES,YES
3218,dfdaa55a-3e7e-4daa-89c4-6560d62239ff,Rwanda,government,G_RWA_03298,121416.0,City Infant,Primary,-1.98,30.21244,886ad81751fffff,0.83,2020,00:52.6,No,OFF GRID,NONE,885,30,,None,YES,4G,YES,YES,YES
3219,0abba93a-8b9e-4bdb-b591-80b0b2f79c4b,Rwanda,government,G_RWA_03299,440316.0,CYANIKA II PRIMARY School,Primary,-1.345222222,29.72975,886adc0dd5fffff,1.0,2020,00:52.6,No,ON GRID,NONE,887,11,,None,YES,4G,YES,YES,YES
3220,1292bece-a5e8-49f0-a3d4-2eacd1e92eb0,Rwanda,government,G_RWA_03300,320606.0,MUCACA,Primary,-1.9724722,29.4839166,886adeaeb5fffff,1.0,2020,00:52.6,No,ON GRID,NONE,891,14,,None,YES,2G,YES,NO,NO
3221,cc72e4b2-5726-4979-b22e-bbd6ddabdd3f,Rwanda,government,G_RWA_03301,360704.0,EP NYABUNYEGERI,Primary,-2.65611,29.03169,886ade6ab5fffff,1.0,2020,00:52.6,No,ON GRID,NONE,892,19,,None,YES,4G,YES,YES,YES
3222,936bc71d-97af-429c-a7c2-6e9c7906b25d,Rwanda,government,G_RWA_03302,250501.0,EPKADUHA/B,Primary,-2.338444444,29.51852778,886ade2525fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,894,14,,None,YES,4G,YES,YES,YES
3223,3f501b8f-8e2d-4065-8e1b-634ca1a58056,Rwanda,government,G_RWA_03303,320905.0,MAZIBA,Primary,-1.8511111,29.2873333,886adea14dfffff,1.0,2020,00:52.6,No,OFF GRID,NONE,896,12,,None,YES,4G,YES,YES,YES
3224,4988501d-9699-4eea-8b1a-ea4fa05aa5d9,Rwanda,government,G_RWA_03304,241106.0,KIRUHURA SCHOOL,Primary,-2.4585,29.75744444,886ad8416bfffff,0.94,2020,00:52.6,No,ON GRID,NONE,897,12,,None,YES,4G,YES,YES,YES
3225,44a910c3-a6c1-428a-bce1-75ddf8ca1886,Rwanda,government,G_RWA_03305,130313.0,KINUNGA PS,Primary,-1.969388889,30.07880556,886ad8122bfffff,1.0,2020,00:52.6,No,OFF GRID,NONE,898,15,,None,YES,4G,YES,YES,YES
3226,48391d8f-d82e-4de7-a55c-422f7ea34554,Rwanda,government,G_RWA_03306,521201.0,CYENJOJO PS,Primary,-1.247527778,30.31983333,886addc983fffff,1.0,2020,00:52.6,No,ON GRID,NONE,901,19,,None,YES,4G,YES,YES,YES
3227,ac324a57-c92b-4024-ad28-b736ca5c9e0c,Rwanda,government,G_RWA_03307,360702.0,EP MUBERA,Primary,-2.63275,29.03667,886ade6a83fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,901,20,,None,YES,4G,YES,YES,YES
3228,2261c352-0fb8-42b5-b2de-086edcaed105,Rwanda,government,G_RWA_03308,350801.0,BIHANDAGARA,Primary,-1.841805556,29.49041667,886adea46dfffff,1.0,2020,00:52.6,No,OFF GRID,NONE,901,20,,None,YES,4G,YES,NO,YES
3229,da547c29-269e-4c0d-a70b-14c90ce68f98,Rwanda,government,G_RWA_03309,220604.0,KABUMBWE PRIMARY SCHOOL,Primary,-2.48031,29.94344,886ad84507fffff,1.0,2020,00:52.6,No,ON GRID,NONE,904,17,,None,YES,4G,YES,YES,YES
3230,4511294f-ea96-4472-9686-0589e9e6cf0d,Rwanda,government,G_RWA_03310,421204.0,GATONDE,Primary,-1.66517,29.66225,886adc6a89fffff,1.0,2020,00:52.6,No,ON GRID,NONE,905,17,,None,YES,4G,YES,YES,YES
3231,f1c3a07d-2462-48ab-8084-d865631f2ebc,Rwanda,government,G_RWA_03312,541005.0,EP RUKARA PROT,Primary,-1.825638889,30.47144444,886ad8b197fffff,1.0,2020,00:52.6,No,ON GRID,NONE,913,13,,None,YES,4G,YES,YES,YES
3232,9bac51d6-ff16-4cf7-bcb1-f75f6214bd9b,Rwanda,government,G_RWA_03313,371218.0,NYABITEKERI,Primary,-2.3437777,29.0419722,886ade728dfffff,0.67,2020,00:52.6,No,ON GRID,NONE,916,19,,None,YES,4G,YES,YES,YES
3233,57cbe50e-6882-4737-9751-c12a61eae58c,Rwanda,government,G_RWA_03314,361104.0,EP WINTEKO,Primary,-2.51381,28.91544,886ade780bfffff,1.0,2020,00:52.6,No,ON GRID,NONE,921,19,,None,YES,4G,YES,YES,YES
3234,ea894e02-602a-4b46-b854-0e4852f370ee,Rwanda,government,G_RWA_03315,330504.0,EP KANAMA ADVENTIST,Primary,-1.6993611,29.3525833,886adeb0d1fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,924,14,,None,YES,4G,YES,YES,YES
3235,3ae28712-a212-4d41-bf78-911d42e8dd56,Rwanda,government,G_RWA_03316,420542.0,NYACYINA PRIMARY,Primary,-1.651222222,29.85744444,886adc65e7fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,925,14,,None,YES,4G,YES,YES,YES
3236,8321ebc3-4e53-43b8-861e-d74eb86263e7,Rwanda,government,G_RWA_03317,270503.0,KIBANDA,Primary,-1.99075,29.73289,886ad8c317fffff,1.0,2020,00:52.6,No,ON GRID,NONE,925,20,,None,YES,4G,YES,YES,YES
3237,10aa0c57-3689-41f5-b1d1-02f7480233f3,Rwanda,government,G_RWA_03318,341013.0,St  Vincent de Paul MWAMBI,Primary,-1.602194444,29.63052778,886adc6169fffff,1.0,2020,00:52.6,No,ON GRID,NONE,925,20,,None,YES,4G,YES,YES,YES
3238,ab8b4b23-31f8-4af6-bab3-a8764458ba5d,Rwanda,government,G_RWA_03319,570104.0,GASHORA PRIMARY SCHOOL,Primary,-2.207277778,30.24705556,886ad800b3fffff,1.0,2020,00:52.6,No,ON GRID,NONE,928,17,,None,YES,4G,YES,YES,YES
3239,8ac7b1f5-8125-44aa-83ab-2344dceee7b4,Rwanda,government,G_RWA_03320,220404.0,MUYIRA,Primary,-2.63161,29.78083,886adab245fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,932,15,,None,YES,4G,YES,YES,YES
3240,756a2a1f-8e59-419e-8e01-f318a79b5ab6,Rwanda,government,G_RWA_03321,221309.0,SAVE B,Primary,-2.54611,29.77219,886ad84aa1fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,938,17,,None,YES,4G,YES,YES,YES
3241,b7424309-8e50-4d03-bf3e-29dd394076f7,Rwanda,government,G_RWA_03322,270206.0,NGOMA KABACUZI,Primary,-1.93144,29.76919,886ad8c257fffff,1.0,2020,00:52.6,No,ON GRID,NONE,938,19,,None,YES,3G,YES,YES,NO
3242,3d6b699e-66aa-4a0f-95d9-b039c55d8057,Rwanda,government,G_RWA_03324,451208.0,KAVUMU PS,Primary,-1.68592,30.08131,886ad88229fffff,1.0,2020,00:52.6,No,ON GRID,NONE,947,24,,None,YES,4G,YES,YES,YES
3243,cb603199-d8bc-4699-a769-df1f204f5480,Rwanda,government,G_RWA_03325,311308.0,TEMA,Primary,-2.23753,29.38514,886ade2319fffff,1.0,2020,00:52.6,No,OFF GRID,NONE,948,12,,None,YES,4G,YES,YES,YES
3244,c91f9304-4028-4830-978c-499cdd8f67d0,Rwanda,government,G_RWA_03326,271110.0,NYAMATETE,Primary,-1.98692,29.69172,886ad8c329fffff,0.67,2020,00:52.6,No,ON GRID,NONE,949,20,,None,YES,4G,YES,YES,YES
3245,7b487b0b-f1e9-435f-a59f-c7a7fd72aa52,Rwanda,government,G_RWA_03327,440313.0,RUKO,Primary,-1.37367,29.72094,886adc0dabfffff,1.0,2020,00:52.6,No,OFF GRID,NONE,953,14,,None,YES,4G,YES,YES,YES
3246,a5d8ff29-1b44-4a95-b869-6d7c35a40283,Rwanda,government,G_RWA_03328,330705.0,CS BIHUNGWE,Primary,-1.578916667,29.39483333,886adc4cedfffff,1.0,2020,00:52.6,No,OFF GRID,NONE,958,20,,None,YES,4G,YES,YES,YES
3247,929aa630-adf6-4c7a-b355-bd3030b191b4,Rwanda,government,G_RWA_03329,550304.0,EP Cyanya,Primary,-2.3925,30.66542,886ad82e53fffff,0.94,2020,00:52.6,No,ON GRID,NONE,969,22,,None,YES,4G,YES,YES,NO
3248,9df7d921-650e-49f6-89e4-53f9bf3a2ebe,Rwanda,government,G_RWA_03330,570901.0,Cyugaro,Primary,-2.11556,30.04292,886ad81ae3fffff,1.0,2020,00:52.6,No,ON GRID,NONE,979,14,,None,YES,4G,YES,YES,YES
3249,eeb415cd-5277-4104-8d06-890fbd2a681a,Rwanda,government,G_RWA_03331,530209.0,Nyagahanga,Primary,-1.61075,30.22061111,886ad89417fffff,1.0,2020,00:52.6,No,ON GRID,NONE,983,16,,None,YES,4G,YES,YES,YES
3250,814dfbbb-4da0-4450-85a3-8d3015d93a4a,Rwanda,government,G_RWA_03332,340109.0,KORA ADVENTISTE,Primary,-1.610527778,29.44858333,886adeb659fffff,1.0,2020,00:52.6,No,ON GRID,NONE,990,16,,None,YES,4G,YES,YES,YES
