SCHOOL_CODE,SCHOOL_NAME,school_region,LATITUDE,LONGITUDE,connectivity,uuid,Coverage,Coverage_type,2G_coverage,3G_coverage,4G_coverage,5G_coverage,2G_coverage_distance,3G_coverage_distance,4G_coverage_distance,5G_coverage_distance,2G_Best_Coverage_provider,3G_Best_Coverage_provider,4G_Best_Coverage_provider,5G_Best_Coverage_provider,2G_coverage_present,3G_coverage_present,4G_coverage_present,5G_coverage_present,Distance_to_nearest_tower,Data_Source
G_CRI_002235,CHIRCO,Urban,10.27304868,-85.63668728,YES,0ec57f1c-741f-3ad2-9187-d603fa4ce78f,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002273,LA ESPERANZA,Urban,10.14732487,-85.56732485,YES,1f3f5307-f588-367f-a1ad-f4de56725a2e,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002299,SAN JOSE DE LA MONTANA,Rural,10.20746908,-85.70207678,YES,3cc3ad91-a06a-3a9d-80f6-b8e18cce8dd3,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002314,SANTA RITA,Urban,10.53013082,-85.63434351,YES,7fcec344-20df-3daf-a57f-9b14f3e69984,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002476,CUAJINIQUIL,Rural,9.92348141,-85.18214688,YES,ae7a4c9e-0e02-3226-9ac3-14fcbcc1a5f3,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002616,SAN ISIDRO,Urban,8.58102048,-82.85828614,YES,f0b1dd0d-a1f8-3ded-8ae8-f4a5fedffaf3,YES,4G,Fair,Excellent,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002627,ALPHA,Rural,8.88507056,-82.88657696,YES,d1bcd1fb-31a8-32c7-b44a-8985cafab95b,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002801,PASO CANOAS,Urban,8.53345517,-82.84214726,YES,c3f00363-d226-3423-8d3e-e72f5273f73e,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,movistar,movistar,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002804,EL ROBLE ARRIBA,Rural,8.92367547,-82.88042733,YES,90ad6baa-0340-3c7e-98f2-ecbcff578e2e,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002826,FINCA MANGO,Rural,8.45754698,-82.91680748,YES,658b246c-7e1b-346a-a75e-e9ae64407fe4,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002828,SAN JORGE,Urban,8.70184635,-82.98688472,YES,ab94ae67-5351-35b2-a732-66747adc87b0,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002840,RANCHO QUEMADO,Rural,8.68532254,-83.56773988,NO,4b57de6a-89aa-370a-a0ca-d23b8e7ffa92,YES,4G,Poor,Excellent,Good,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002873,COTO 62-63,Urban,8.63856806,-83.05890589,YES,e37c7aa5-bb49-398a-a78e-30588cb0ce36,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002876,EL SANDALO,Rural,8.55873759,-83.36379103,YES,4b6919e7-6bdf-3241-9f01-ddca298a4740,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002948,BERNARDO DRUG INGERMAN,Rural,9.51797214,-82.9542833,YES,2978cf2a-62a2-3073-b62a-4806e276f714,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002961,LA AMELIA,Urban,10.10660598,-83.49709533,YES,34c2f1be-f98f-3d43-9c66-33086d27a4b3,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_002991,INDIANA DOS,Urban,10.11408094,-83.47983026,NO,19bd4859-e694-37f6-a357-571dba571307,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003059,SILVESTRE GRANT GRIFFITH,Urban,10.12191226,-83.53733912,YES,0c120d02-5ff2-33b4-8bfa-8e7a35a7b885,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003101,BELLA VISTA,Rural,10.1901403,-83.55532985,NO,ed3fd88f-ad39-3c84-8835-c3e4800abd4b,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003112,KENT DE BANANITO NORTE,Rural,9.91338874,-83.02183122,YES,3875c49e-87e3-3c70-8228-f4c00a9c3072,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003169,BOCUARE,Rural,9.69814839,-82.93731139,YES,765c0dae-321f-332f-a442-81e231a52f12,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003173,SAN JOAQUIN,Urban,10.02658177,-83.58825243,YES,05982c83-f28c-3c70-80fc-159fe32aeeea,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003214,LA TERESA,Rural,10.30710265,-83.80632058,YES,19c13199-726d-3c5b-a842-c3b708634834,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003221,LAS COLINAS,Rural,10.49744205,-83.71463612,YES,29a755f8-049d-3ceb-bc4b-bf7e3b984ac8,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003223,BUENOS AIRES,Rural,10.34991522,-83.6851222,YES,b42016d5-f36f-3313-8e5f-fe637eb4695f,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003243,LA GUAIRA,Urban,10.22770542,-83.67529366,YES,d15b240f-1fd1-35e1-8cd2-e438598bff30,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003295,EL ROTULO,Rural,10.41207848,-83.76112713,YES,a0a7cb3c-7154-3ab9-a92f-93912f8993ff,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003297,SAN BOSCO,Rural,10.27735389,-83.80910068,YES,5f1b61e2-6307-3d44-b650-f53f0c6b46b1,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003298,SAN GERARDO,Rural,10.38775987,-83.85874106,YES,c3e99a6c-7e54-30ba-a977-b0672ae09219,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003299,POCORA,Urban,10.17311529,-83.60531847,YES,9202e315-9fff-3d21-9b07-6e56f5c12834,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003340,CAMPO CUATRO,Urban,10.38925052,-83.6909394,YES,7826daa7-57ae-3887-b251-9e82084d8d01,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003349,LA INMACULADA,Urban,9.44719106,-84.14053418,YES,547f669c-a6e7-3673-acda-d2cd03a35cf4,YES,4G,Fair,Fair,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003398,JUAN BAUTISTA SANTAMARIA,Rural,9.33029232,-83.957924,YES,7e310ff6-499e-3e9e-a4d6-3e867ca7d8e5,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003420,RONCADOR,Urban,9.41511163,-84.0958889,YES,ddb6ac7a-2fe5-3c85-bef9-40b243b8a544,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003423,SAN RAFAEL NORTE,Urban,9.5562141,-84.22601393,YES,bda2681d-5434-3383-ab3e-512966176e8c,YES,4G,Excellent,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003443,LOS ANGELES,Rural,11.09038952,-85.30156434,NO,8847c701-5578-36f8-938b-1dc555835631,YES,4G,None,Excellent,Good,None,5-10km,0-5km,0-5km,None,None,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003444,VALLE VERDE,Rural,10.8314734,-85.2446793,YES,af87e609-d57e-3f57-8ef9-8063658488c5,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003502,LAS FLORES,Rural,10.76061007,-85.02588418,YES,5eb5b968-ee2b-3ccb-936a-ba9fa305bb4c,YES,4G,Fair,Fair,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003599,LICEO SAN ANTONIO,Urban,9.97159263,-84.0201022,YES,7768ec6e-fbb6-33e4-b4a9-d35d115f3328,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003680,LICEO REGIONAL DE FLORES,Urban,10.00305387,-84.15454661,YES,0f455ccf-c2e3-3286-8d4e-5af6346f9043,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003699,EXPERIMENTAL BILINGUE DE LA CRUZ,Urban,11.06400828,-85.6297061,YES,df3db847-0e70-3097-a735-48e535fd0e1a,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003729,LICEO DUACARI,Rural,10.30406579,-83.62520684,YES,6400a045-fb46-3325-8a49-44783105025c,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003745,C.T.P. DE PURISCAL,Urban,9.84051651,-84.31788395,YES,3b14878c-a442-3d7f-9663-b49f4672d52e,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003806,NEURO PSIQUIATRICO INFANTIL,Urban,9.9613147,-84.0628621,NO,af8a4fa5-b1ad-36a7-8363-fbf8799d0d49,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003824,IPEC DE SAN JOSE,Urban,9.94239283,-84.09307608,NO,055a9e67-947b-3766-b993-e35167a6d5b3,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003847,IPEC CANAS,Urban,10.42711721,-85.08533632,YES,fc4cf3e0-00e3-398f-b233-734f6bb3d869,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003848,IPEC PUNTARENAS-JIRETH,Urban,9.98031881,-84.72110643,YES,e862b1dc-9ceb-3116-963c-f190d6c34540,YES,4G,Excellent,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003876,DOMINICA,Urban,10.67986777,-84.85798933,YES,2306abcf-7699-346e-ad11-189480f09869,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003889,SAN FRANCISCO,Urban,10.00519059,-84.07178545,YES,bfb3ae2d-2f6c-3c03-a2c6-50a82de4d6f5,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003891,LOS ANGELES,Rural,10.72772005,-85.2214563,YES,0b0e91f2-8003-3636-a0d5-2b083cf93a12,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003924,MACADAMIA,Urban,10.12128996,-83.67336603,NO,bdee133f-586d-38eb-ba3e-45f6b4418f8d,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003977,CINDEA PURISCAL,Rural,9.8379735,-84.20382902,NO,644045a5-d3ea-359a-9fbd-8bc9da261e68,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_003982,LICEO DE CASCAJAL,Urban,9.98817388,-83.95570506,YES,d9393f56-0905-3536-bde2-55d4727d9243,YES,4G,Excellent,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004060,J.N. LOMAS DEL RIO,Urban,9.9601218,-84.16152227,NO,24051c62-d76e-34d7-8ebf-16f673e640e6,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004108,SECTOR BARRANTES,Rural,10.83382382,-84.94100683,YES,089f4aa6-4a34-31d4-91d4-39e914504496,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004183,DUSIRINAK,Rural,9.80020354,-83.31374088,YES,f3ff50b7-5e27-3f62-8a40-0dfb659eb107,YES,4G,None,Poor,Good,None,5-10km,0-5km,0-5km,None,None,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004196,MOLOTUBTA,Rural,8.24326996,-82.97406438,YES,4eff8e62-c0ab-3fba-be43-3dc8f9512e22,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004215,LICEO BELEN,Rural,10.03283495,-85.50555402,YES,6b3b9313-51c0-3a67-8e27-f330b363355b,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004231,SOTA DOS,Rural,10.47636289,-83.79395901,YES,ad4580f0-ade5-3400-9890-96026d96b091,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004285,NORIBATA,Rural,9.74586234,-83.51590346,YES,63039090-42b4-3db4-ab57-5de435dd2f99,YES,4G,Fair,Poor,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004288,C.T.P. ULADISLAO GAMEZ SOLANO,Urban,9.8989429,-84.02647771,YES,2601f057-8682-3d24-b34e-5a0c7a768525,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004378,CNV. C.T.P. LIMON,Rural,9.50919147,-82.62105876,NO,6e55e10e-2e30-3c5d-a8ae-69407aacb252,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004387,LICEO RURAL CERROS,Urban,9.50592496,-84.18117744,YES,4829231d-6de6-3f76-b572-f51ce2be0486,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004415,KUCHEY,Rural,9.73694958,-83.08574662,YES,68842827-2ce2-3893-af64-fd6cd790e8d5,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004436,LICEO RURAL ALTO COHEN,Rural,9.67873384,-83.14056031,YES,1ed1565f-65e5-30ce-bc4d-58543bfcbf6b,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004493,LICEO RURAL SAN JOSE,Rural,10.84975299,-84.6691991,YES,b71847dc-d649-3ea4-a24a-3b6307b26039,YES,4G,Excellent,Fair,Fair,None,0-5km,0-5km,0-5km,None,movistar,movistar,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_004531,C.T.P. LA TIGRA,Rural,10.34524701,-84.57190025,YES,904cd9e3-6ca2-3963-9368-d9759ea9f7df,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000019,LICEO SANTA CRUZ CLIMACO A. PEREZ,Urban,10.26437139,-85.58354332,YES,1e33536d-e129-3221-afdd-9c41826b7ca3,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000020,LICEO MAURILIO ALVARADO VARGAS,Urban,10.47361924,-84.96534969,YES,418ebcf3-b5f7-3142-b6c4-d30c52b08b1d,YES,4G,Good,Fair,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000123,CIUDADELA DE PAVAS,Urban,9.94691426,-84.13699162,YES,75d301ce-4667-32bc-b2ee-3313467b0aa3,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000150,J.N. MIGUEL DE CERVANTES SAAVEDRA,Urban,9.91496618,-84.10482039,YES,7f74a227-a58e-3ec2-903b-84d9bb824759,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000160,ESC. JUAN FLORES UMANA,Urban,9.96128226,-84.03617938,YES,efddc117-0281-3040-892e-35ca81da23cf,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000181,MAURO FERNANDEZ ACUNA,Urban,9.93134547,-84.08392721,YES,0e072556-d11b-3d5a-a3e1-b752ea207938,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000187,CALLE EL ALTO,Urban,9.89273681,-84.11194483,YES,832fc9ab-2973-3a16-981d-edb42198aa62,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000202,REPUBLICA DE ARGENTINA,Urban,9.94091347,-84.08457985,YES,2c478893-985f-31e0-a5f0-2e6f52d6a9e2,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000394,LOS ALTOS,Urban,9.89994581,-84.22273558,YES,dbf14f62-a0d1-3d00-ada8-da27fc8560e3,YES,4G,Good,Good,Good,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000413,COLONIA PASO AGRES,Rural,9.88102398,-84.51118803,YES,1f790f04-feb0-3ba0-8d59-5c75f47c4590,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000427,ELOY MORUA CARRILLO,Rural,9.87086129,-84.30377222,YES,3afcbd19-5c4b-3d9f-8246-9f4ca3dbfba8,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000435,JILGUERAL,Rural,9.80077583,-84.40609573,YES,f44af180-fc73-399c-8351-1ee989e0df46,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000449,LLANO GRANDE,Rural,9.89041285,-84.35667268,YES,4da61b13-a3cd-376d-b7e2-1bb307a24f2e,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000520,CRISTO REY,Rural,9.27277691,-83.49244167,YES,e912415a-22b8-3a7a-8c90-ff5ff8f0eee6,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000554,BOLAS,Urban,9.09161771,-83.21257562,YES,31948806-f645-3645-9113-4c8ac35bb4a7,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000638,LA FORTUNA,Rural,9.256872,-83.54643597,YES,f1c27e8c-a980-30e4-b9f2-1c0de193336a,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000737,SAN JUAN DE DIOS,Rural,9.31947884,-83.83015649,YES,cdbb59e0-99f0-3572-9727-efd2012f0c80,YES,4G,Fair,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000752,MELICO SALAZAR ZUNIGA,Urban,9.40790134,-83.71149854,YES,82ab73c9-5978-38f4-b332-364ab02f2a96,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,movistar,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000764,SANTA LUCIA DE PEJIBAYE,Rural,9.21715099,-83.57000163,YES,f8d81038-1eb0-3fce-8f94-1723440e7431,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000824,LA PUNA,Rural,9.03423022,-83.07719743,YES,5779d411-836c-3c2f-ae11-4775032e8c8b,YES,4G,Poor,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000840,SABALO,Rural,8.98251434,-83.04481297,YES,fe893c51-0345-31d6-8ed5-a4dd3a6df146,YES,4G,Good,Fair,Poor,None,0-5km,0-5km,0-5km,None,Claro,Kolbi ICE,Kolbi ICE,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000845,AEROPUERTO,Urban,10.00031953,-84.20095893,YES,55e41488-5b36-3fcb-964d-11b1c1f50b0a,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000874,ASCENSION ESQUIVEL IBARRA,Urban,10.01921436,-84.21112767,YES,67401f35-948d-3d4e-9ea6-7449d1151d6e,YES,4G,Fair,Good,Good,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000988,DR. ADOLFO JIMENEZ DE LA GUARDIA,Urban,10.03738701,-84.24094328,YES,f57f32df-057c-33cb-8efd-1b7d5337874f,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000990,MARIANA MADRIGAL DE LA O,Urban,10.03300981,-84.22813156,YES,10f17133-4b51-3185-8109-dfd47653ad6e,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,Claro,Claro,Claro,None,YES,YES,YES,No,-1,Ericsson
G_CRI_000992,NUEVA DE LOS ALTOS,Rural,9.99899442,-84.42973685,YES,54bdf942-567d-3f2b-97ee-94eb85f4a6f5,YES,4G,Good,Good,Fair,None,0-5km,0-5km,0-5km,None,movistar,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001042,FERMIN RODRIGUEZ CORDERO,Rural,10.30966474,-84.52985542,YES,8cbe7c1e-d939-337c-ad59-8df26b956a49,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,movistar,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001044,EL ROSARIO,Rural,10.05193798,-84.36864742,YES,f0439567-15ca-380a-9a10-58f3af534a7c,YES,4G,Fair,Good,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Claro,movistar,None,YES,YES,YES,No,-1,Ericsson
G_CRI_001119,EULOGIO SALAZAR LARA,Rural,10.08394869,-84.34032124,YES,9a67baa3-cd23-30af-bd83-7399d7c41471,YES,4G,Fair,Fair,Fair,None,0-5km,0-5km,0-5km,None,Kolbi ICE,Kolbi ICE,movistar,None,YES,YES,YES,No,-1,Ericsson
